start,end,id,v,a,d,emotion,emo_evo,signal,transcription,path_to_wav
158.95,161.35,Ses01F_impro04_M026,3.5,3.0,3.0,neu,"[['oth'], ['neu'], ['neu'], ['neu']]",[620 637 659 ...  69  65  52],"To save the environment, carpool.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
162.12,164.7825,Ses01F_impro04_M027,3.5,3.5,3.5,neu,"[['oth'], ['neu'], ['neu'], ['neu']]",[ -20   13   32 ...  -64 -104 -129],Yes.  One less car at a time.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
165.47,166.71,Ses01F_impro04_M028,3.0,2.5,2.0,neu,"[['neu'], ['neu'], ['neu'], ['neu']]",[  51   72  -23 ...  -83 -124  -38],Mmhmm.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
178.0033,180.865,Ses01F_impro04_M031,3.0,2.5,2.5,neu,"[['fru'], ['neu'], ['neu'], ['neu']]",[ -46  -75 -107 ... -105 -123 -122],I don't think I'm anyone.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
182.82,185.54,Ses01F_impro04_M032,2.5,2.0,1.5,neu,"[['fru'], ['neu'], ['neu'], ['neu']]",[  87   90   65 ...  977 1035 1141],I- I-I didn't-- okay.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
33.78,35.9,Ses01F_impro05_F008,2.5,2.5,3.5,ang,"[['ang'], ['ang'], ['fru'], ['fru', 'ang']]",[-133 -109  -83 ...   75   64   74],Flight seven fourteen.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
36.71,44.03,Ses01F_impro05_F009,2.5,2.5,3.5,ang,"[['ang'], ['fru', 'ang'], ['fru', 'ang'], ['fru', 'dis', 'ang']]",[20 37 59 ... 30 18 -9],"Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
73.87,75.5375,Ses01F_impro05_F011,2.0,4.5,3.5,ang,"[['ang'], ['fru', 'sur', 'ang'], ['fru', 'ang'], ['exc', 'sur', 'ang']]",[-24  -4 -23 ...  63  94 117],Is this a joke?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
75.61,80.73,Ses01F_impro05_F012,2.5,3.5,3.0,ang,"[['ang'], ['oth', 'dis'], ['fru', 'ang'], ['exc', 'sur', 'ang']]",[1294 1191 1072 ...   79   98   99],"Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
99.52,102.9,Ses01F_impro05_F014,1.5,4.0,4.0,ang,"[['ang'], ['sur', 'ang'], ['fru'], ['exc', 'fru', 'ang']]",[ 89 107  92 ... 167 120 105],"You're kidding me, this is a joke.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
103.005,118.5,Ses01F_impro05_F015,1.5,4.5,4.5,ang,"[['ang'], ['ang'], ['fru', 'ang'], ['exc', 'fru', 'dis', 'ang']]",[-404 -187  -74 ...  105   94  120],Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
118.53,122.44,Ses01F_impro05_F016,1.5,4.5,4.0,ang,"[['ang'], ['ang'], ['fru', 'ang'], ['exc', 'dis', 'ang']]",[ 32   8  69 ...  19  46 148],We flew in from Paris.  I've been shopping for three weeks.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
127.485,136.85,Ses01F_impro05_F017,1.5,5.0,4.5,ang,"[['ang'], ['ang'], ['fru', 'ang'], ['fru', 'sur', 'dis', 'ang']]",[ 726  905 1050 ... 1142 1451 1433],I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
137.715,140.11,Ses01F_impro05_F018,1.5,4.0,4.0,ang,"[['ang'], ['ang'], ['fru', 'ang'], ['fru', 'dis', 'ang']]",[1352 1834 1917 ...  351  339  286],Do you understand who my husband is?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
140.225,145.6,Ses01F_impro05_F019,1.5,4.0,4.5,ang,"[['ang'], ['ang'], ['ang'], ['ang']]",[927 811 453 ... -65 -55 -52],"If you're- if you're- if you're looking for a lawsuit, baby, you've found it.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
149.365,153.8,Ses01F_impro05_F020,1.5,4.5,4.5,ang,"[['ang'], ['oth', 'ang'], ['ang'], ['exc', 'oth', 'dis', 'ang']]",[ 113   72   61 ... -312 -100  103],Oh-Oh.  It's a gift.  You're-You're helping me out here?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
155.6,160.36,Ses01F_impro05_F021,1.5,4.5,4.5,ang,"[['ang'], ['ang'], ['ang'], ['exc', 'dis', 'ang']]",[-305 -252 -138 ...  539  585  558],You are cruising for a bruising.  You are in so much trouble.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
160.41,163.7975,Ses01F_impro05_F022,1.5,4.5,4.0,ang,"[['ang'], ['ang'], ['ang'], ['exc', 'dis', 'ang']]",[ 224  175  121 ... -107 -105 -110],Who's in charge?  Who is the president of Jet Blue?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
163.88,165.8,Ses01F_impro05_F023,2.0,3.0,4.0,ang,"[['ang'], ['ang'], ['ang'], ['fru', 'dis', 'ang']]",[ -8   0 -23 ... 211 220 224],Because I probably know him.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
166.33,167.71,Ses01F_impro05_F024,2.0,3.0,4.0,ang,"[['ang'], ['ang'], ['ang'], ['exc', 'ang']]",[602 553 468 ...  39  22  16],Yeah.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
171.09,174.2,Ses01F_impro05_F025,1.5,4.5,4.5,ang,"[['ang'], ['ang'], ['ang'], ['exc', 'fru', 'ang']]",[ 22  48  75 ... 125 114 111],"I don't want money, I want my clothes.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
177.6025,179.09,Ses01F_impro05_F026,2.0,3.5,3.5,ang,"[['ang'], ['fru', 'dis', 'ang'], ['ang'], ['fru', 'dis', 'ang']]",[-110   33  130 ...   14    5  -12],What's your name?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
188.78,190.8975,Ses01F_impro05_F028,2.0,3.0,4.0,ang,"[['ang'], ['ang'], ['fru'], ['ang']]",[ 91 108 139 ...  27  34  39],Okay.  I'll do that.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
195.38,199.33,Ses01F_impro05_F029,1.5,3.0,3.5,ang,"[['ang'], ['fru', 'ang'], ['fru', 'ang'], ['dis', 'ang']]",[ 69 131 136 ... -78 -15 -12],I don't think you have done everything you could do because I don't have my bag here yet.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
202.86,206.17,Ses01F_impro05_F030,2.0,3.0,3.5,ang,"[['ang'], ['fru', 'ang'], ['fru', 'ang'], ['dis', 'ang']]",[-296 -360 -389 ...  -66  -67  -65],A letter? I'll make a personal phone call.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
3.61,5.19,Ses01F_impro05_M000,4.0,2.5,2.0,neu,"[['hap'], ['neu'], ['neu'], ['hap']]",[519 476 -14 ... 209 206 170],Hi.  Thanks for waiting.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
8.32,9.8,Ses01F_impro05_M003,4.0,2.5,2.0,neu,"[['hap'], ['neu'], ['neu'], ['neu']]",[-1461  -521   490 ... -3191 -2780 -2319],Okay.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
12.26,13.78,Ses01F_impro05_M004,3.5,1.5,2.0,neu,"[['hap'], ['neu'], ['neu'], ['neu']]",[-368 -339  -85 ...  709  551  523],Okay.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
21.84,25.9,Ses01F_impro05_M005,3.5,2.5,2.0,neu,"[['neu'], ['neu'], ['neu'], ['neu', 'hap']]",[  650   687   694 ... -2322 -2601 -3178],Okay.  Great.  I'm really sorry that you had to do that.  What's your last name?  Let's start there.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
25.99,27.7272,Ses01F_impro05_M006,3.5,2.5,2.0,neu,"[['neu'], ['neu'], ['neu'], ['neu']]",[ 1790   376 -1479 ...   -66   -92  -115],Okay.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
28.29,34.1425,Ses01F_impro05_M007,3.5,2.5,2.0,neu,"[['neu'], ['neu'], ['neu'], ['neu']]",[ 65  96  93 ...  32  17 -69],all right- okay.  And you lost your bag? Is that- that the issue?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
34.7,36.52,Ses01F_impro05_M008,3.0,2.5,2.0,neu,"[['neu'], ['neu'], ['neu'], ['neu']]",[2005 1516  794 ...  -90 -105 -108],Uh-huh.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
36.91,42.76,Ses01F_impro05_M009,2.5,2.5,2.0,neu,"[['fru'], ['neu'], ['neu'], ['neu']]",[ 126  127  141 ... -211  -50   77],"Yeah. Yeah, I don't see- I don't see any--",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
43.86,49.97,Ses01F_impro05_M010,2.5,2.5,2.0,neu,"[['neu'], ['neu'], ['neu'], ['neu']]",[81 77 53 ... 35 58 83],"I don't see any record of it, and I-usually when I don't see a record of it, that means um-",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
49.97,70.26,Ses01F_impro05_M011,2.5,2.5,2.0,neu,"[['neu'], ['neu', 'oth'], ['neu'], ['fea', 'neu']]",[   94    87    82 ...   948   102 -1595],"we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again...",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
70.38,73.14,Ses01F_impro05_M012,2.5,2.0,1.5,neu,"[['neu'], ['neu'], ['neu'], ['neu']]",[  85  154  282 ...  724 1182 -903],"for such an inconvenience and your bag, but",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
73.55,74.99,Ses01F_impro05_M013,2.5,2.0,1.5,neu,"[['neu'], ['neu'], ['neu'], ['neu']]",[-193  -42    8 ... 1489 2216 2293],Yeah.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
75.03,76.48,Ses01F_impro05_M014,2.5,2.5,1.5,neu,"[['neu'], ['neu'], ['neu'], ['sur', 'neu']]",[ 541  353   44 ... -400 -170  501],"No, no.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
80.22,83.2425,Ses01F_impro05_M015,2.5,2.0,1.5,neu,"[['neu'], ['neu'], ['neu'], ['neu']]",[-223 -158 -109 ...  -83 -190  -93],"No, no.  This is real.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
85.72,93.9575,Ses01F_impro05_M016,2.5,2.5,2.0,neu,"[['neu'], ['neu', 'oth'], ['neu'], ['neu']]",[-74 -83 -82 ...  -6  29  30],"No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because...",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
94.005,100.4,Ses01F_impro05_M017,2.5,2.5,2.5,neu,"[['fru'], ['neu', 'sad', 'oth'], ['neu'], ['oth', 'neu']]",[120 163 169 ... -96 -78 -55],this is the only track record that we have and if it's not listed here then it's probably not anywhere.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
111.28,112.81,Ses01F_impro05_M019,2.5,2.0,2.0,neu,"[['fea'], ['neu'], ['neu'], ['neu']]",[1256 2005 2294 ... -164   64  144],Yes.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
118.04,119.37,Ses01F_impro05_M020,2.5,2.0,2.0,neu,"[['fru'], ['neu', 'sad'], ['neu'], ['neu', 'sad']]",[-1045  1040  4118 ... -1588 -1202  -595],I know.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
131.02,133.25,Ses01F_impro05_M022,2.5,2.0,2.0,neu,"[['fru'], ['neu'], ['neu'], ['neu']]",[-25931 -14757   5503 ...  -2425  -2584  -2595],Okay. Calm-,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
136.19,143.5,Ses01F_impro05_M023,2.5,3.5,2.5,neu,"[['fru'], ['neu'], ['neu'], ['fru', 'neu']]",[-2329 -2682 -2985 ...  7473  6415  5511],"Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
144.85,151.16,Ses01F_impro05_M024,2.5,3.0,2.5,neu,"[['fru'], ['neu'], ['neu'], ['neu']]",[   109    118    144 ... -15152  -6911  -1500],"We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
151.335,152.71,Ses01F_impro05_M025,2.5,2.5,2.0,neu,"[['fru'], ['neu'], ['neu'], ['neu']]",[-1126  -645   108 ...   849   619    82],It's a gift.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
152.8325,158.58,Ses01F_impro05_M026,2.5,2.5,2.5,neu,"[['fru'], ['neu'], ['neu'], ['neu']]",[2836 1454  529 ... 6870 5304 2831],"You know, the airlines can not be held responsible for every bag of luggage that comes through here.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
159.66,161.37,Ses01F_impro05_M027,2.5,2.5,2.0,neu,"[['fru'], ['neu'], ['neu'], ['neu']]",[  84  104  106 ... 3346 5131 6169],With the amount of--,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
163.25,166.99,Ses01F_impro05_M028,2.5,2.5,2.0,neu,"[['fru'], ['neu'], ['neu'], ['sur', 'neu']]",[ 240  263  243 ... 6725 8803 8498],"Um, actually, I don't know. I don't know. Oh really?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
167.15,173.63,Ses01F_impro05_M029,2.5,2.5,2.5,neu,"[['fru'], ['neu'], ['neu'], ['sur', 'neu']]",[  313   304   237 ... -1959 -1752 -1675],Well then maybe you can just call him and he can give you more money.  But right now all I can do--,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
173.7325,178.2625,Ses01F_impro05_M030,3.0,2.5,2.0,neu,"[['fru'], ['neu'], ['neu'], ['neu']]",[  205   157   201 ... -3141 -3370 -3157],"Right now all I can do is just give you this fifty dollars, I'm really sorry.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
178.59,180.87,Ses01F_impro05_M031,3.0,2.5,2.5,neu,"[['fru'], ['neu'], ['neu'], ['neu']]",[-476 -575 -630 ...  -63  -40  -96],Oh.  My name is Sean. Hi.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
198.66,205.17,Ses01F_impro05_M034,2.5,2.5,2.5,neu,"[['fru'], ['neu'], ['neu'], ['oth', 'neu']]",[ 347  362  342 ... -465 -464 -490],"If you want, you can write a letter.  I can give you the address. Yes.  An angry--",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
205.63,211.94,Ses01F_impro05_M035,2.5,2.0,1.5,neu,"[['fru'], ['neu'], ['neu'], ['neu']]",[167  73 -24 ...  42  23  16],"Or you can make a phone call.  But I think a letter might be a little more-- in my impression, letters have more...",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
26.07,27.65,Ses01F_impro06_F002,2.0,1.5,2.5,sad,"[['sad'], ['sad'], ['neu'], ['neu', 'sad']]",[142 165 203 ... 123 107 101],No.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
34.45,35.78,Ses01F_impro06_F003,3.0,2.0,2.5,neu,"[['sad'], ['neu'], ['neu'], ['neu', 'sad']]",[-26 -25 -13 ... -71 -75 -60],That's sweet.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
36.07,38.04,Ses01F_impro06_F004,3.5,2.0,3.0,neu,"[['sad'], ['neu'], ['neu'], ['neu', 'sad']]",[-63 -74 -83 ...  47  50  49],Thank you.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
39.6025,46.29,Ses01F_impro06_F005,2.0,2.0,4.0,sad,"[['sad'], ['sad'], ['sad'], ['neu', 'sad']]",[42 53 41 ...  5 -4  0],I went to see her headstone a week or two ago.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
47.34,59.38,Ses01F_impro06_F006,3.5,3.0,4.0,sad,"[['sad'], ['neu'], ['sad'], ['neu']]",[-33 -13  -6 ...  69  67  32],"I used to go to cemeteries a lot before she died.  I just, you know, I felt like they were urban oasis, you know, there is always this green in the city.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
59.4525,67.4525,Ses01F_impro06_F007,3.5,3.0,4.0,sad,"[['sad'], ['neu'], ['sad'], ['sad', 'hap']]",[-67 -68 -59 ... -19  -9  -2],So I was like wandering around before.  It takes forever to find her headstone; I always lose it. You know.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
70.22,80.13,Ses01F_impro06_F008,2.5,3.5,3.5,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[22 26 27 ... 67 55 26],So I was looking at this other one and there was like a piece of candy there and I thought that I would take the candy and put it on her headstone.  And-,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
80.16,87.74,Ses01F_impro06_F009,2.5,3.0,3.5,neu,"[['sad'], ['neu'], ['neu'], ['neu']]",[  6   5  23 ...  84 120 124],"this woman came up and, you know, it was hers. It was her person that was there.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
87.83,93.67,Ses01F_impro06_F010,2.0,2.5,3.5,sad,"[['sad'], ['sad'], ['neu'], ['neu', 'dis']]",[ 14  91 133 ...  52  58  48],"Yeah.  And she was like, that's pathetic, I hope you enjoy it.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
101.83,116.91,Ses01F_impro06_F011,2.0,3.0,4.0,sad,"[['sad'], ['sad'], ['neu'], ['sad', 'dis']]",[-60 -49 -32 ... 107 130 120],"And I, you know, I mean, I said I was sorry and I brought it back to her kind of and I like put it on the ground and she was like, no, it's fine.  She was like, I would rather have her back, honestly.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
117.07,126.04,Ses01F_impro06_F012,2.0,3.5,4.5,sad,"[['fru'], ['sad'], ['sad'], ['neu']]",[-65 -68 -69 ...  24  25  18],"I don't know.  It just, like, I felt so bad because I shouldn't have done it.  I don't know.  Whatever.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
132.9575,134.49,Ses01F_impro06_F013,2.0,2.0,2.0,sad,"[['sad'], ['sad'], ['sad'], ['neu', 'sad']]",[ 85  93 102 ... -36 -54 -66],I don't know.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
135.96,137.95,Ses01F_impro06_F014,3.0,3.0,2.5,sad,"[['sad'], ['neu'], ['sad'], ['neu', 'sad']]",[-152 -123 -102 ...   74   98  109],At the cemetery?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
138.0685,141.05,Ses01F_impro06_F015,2.0,2.0,2.5,sad,"[['sad'], ['sad'], ['sad'], ['neu', 'sad']]",[ 60  79  82 ... -10 -19 -22],couple hours.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
141.84,149.4375,Ses01F_impro06_F016,4.0,3.0,3.5,neu,"[['sad'], ['neu'], ['neu'], ['neu', 'sad', 'hap']]",[-166 -129 -123 ...  -72  -58  -59],"I brought- I brought Chuck with me. He went to Redlands, yeah, for the day.  We ran through the sprinklers.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
167.64,174.84,Ses01F_impro06_F018,4.0,3.0,3.5,neu,"[['sad'], ['neu'], ['neu'], ['neu', 'sad']]",[-165 -176 -177 ...  -25  -12    2],Yeah.  It's huge.  Redlands is an old city so they have lots and lots of stones.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
176.35,178.01,Ses01F_impro06_F019,2.5,2.0,2.5,neu,"[['sad'], ['neu'], ['neu'], ['sad']]",[ 38  33  32 ... -20 -18 -11],Yeah.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
182.56,197.73,Ses01F_impro06_F020,2.5,3.0,4.0,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[-144 -170 -184 ...  110  117  124],"It's weird.  Whenever I go back to town, I think of her.  I mean, it's like ... I mean we grew up together and she died when we were twenty one.  And yeah.  She had cancer, she had two brain tumors.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
197.755,214.34,Ses01F_impro06_F021,2.0,3.0,4.0,sad,"[['sad'], ['sad'], ['sad'], ['sad']]",[  15    3   28 ...  -95  -92 -113],"My best friend Heather.  She's got a- we have a- we built this like little--  There's a park, Prospect Park.  And there is like a garden section of it that we set up for her.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
217.5,222.41,Ses01F_impro06_F022,4.0,3.0,3.5,sad,"[['sad'], ['sad'], ['sad'], ['exc', 'sad', 'hap']]",[156 152 152 ...  82  64  58],She used to have these poetry parties on Memorial Day.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session1/dialog/wav/
